user_name,rating,user_base,review,date_of_experience,date_written,photos,party
travelingmomof3qts,4,"Plano, TX","A great little park in the city with the iconic LOVE sign. We were there close to Thanksgiving, so the Christmas Village was there. It was fun to browse through the different shops.",Nov-15,04-May-16,0,Family
PhatPatW,2,"Charlotte, NC",Sign is very small! I always assumed it was bigger from pictures. The park is also temporary closed so it's located by City Hall which is very busy and congested. I say put the original in a museum and build a bigger one!!!,May-16,04-May-16,1,Friends
marshfish,2,Melbourne,This actual park is under construction and the city gardens department have got the plans underway. Some plantings has been done.The famous statue has been moved to City Hall Central Square. It is still a great photograph opportunity. The Love Park nearby Visitor Centre is well worth a look,Apr-16,04-May-16,0,Couples
Pete,3,"Daytona Beach, FL","This is one of the 3 photo ops you must do in Philadelphia, the other is the Liberty Bell and the Rocky statue. This is right by City Hall and everybody takes pictures, just ask someone to take your picture and they'll gladly do it, It's fun and free and only takes a second",Apr-16,01-May-16,0,Couples
Rana_ran22,2,"Jeddah, Saudi Arabia",The park not there anymore :( so sad why did they do that? the love statue is moved to the front of city hall you can still visit it and take pictures.,May-16,30-Apr-16,1,Friends
Tastefullycoco - The Simple Treasures,3,"Warrington, PA",This is such a famous and iconic image that I expected a lot more when I saw it. It is very small and the park is rather sketchy as well.,Jun-15,28-Apr-16,0,Family
CarminesRestaurant,3,"Smithsburg, Maryland, United States",must see because it's so iconic but was rather a disappointment... it looked bigger on the post card :),Apr-16,24-Apr-16,0,Friends
Ritu,2,"Bangalore District, India","I had seen this structure in Philly postcards and images, and expected it to be a large structure. Honestly, it is rather small and just sitting in one corner near city hall. But still, respect the thought of Brotherly Love, which this signifies.

Good to click a picture and walk on.",Apr-16,23-Apr-16,2,Business
ShanCoxTexas,5,"The Woodlands, TX",The most inconic thing about Love Park is the sign. But the park is in downtown Philly and who doesn't love the area all around here. On a beautiful day I would stay here 12 hours!!,Oct-15,23-Apr-16,0,Family
Greg,2,"North Kingstown, RI","Boooo! Yes the love sign is moved across the way and is still available for pictures. But that's not love park. They should have left well enough alone. It was a very cool place. Skaters or not. I was disappointed to see that it was ripped apart to make a new ""garden park"".",Apr-16,22-Apr-16,1,Family
Sandra W,3,"Concord, California, United States",This attraction has moved across the street. The park is being renovated. The new temporary setting is OK. I would suggest waiting until the park is reopened.,May-16,31-May-16,0,
travelbug7,5,"Chicago, IL","I could not wait to finally see the famous love sign but when i saw the city hall building i got more impressed haha
It's such a nice park
Great for a walk too",May-16,24-May-16,0,Friends
Steve T,4," Sayville, NY","Okay the 'LOVE' icon is a photo op that couples/families all flock too. But look over your shoulder and the water spout plaza ...with walkways through the multitudes of synchronized fountains is both fun to walk thru and offers additional great photo ops. As an aside, it is also a major photography site for weddings, so area may be limited on Saturdays.",May-16,24-May-16,0,Couples
sararefaeli,5,"Philadelphia, PA",the Love PARK is located in front of City hall. Its a small park and hte main attraction is the. Love structure. many visitors are coming just to take a picture there..,May-16,22-May-16,0,Family
Erin M,4,"Redmond, WA","Very lively and right in the center of the city. Lots of folks taking pictures. The sculptures are a real asset to the feel of the city, but more or less all there is to the park. Very iconic!",Aug-15,19-May-16,0,
Burdett P,4,"Sayre, PA","The size of this statue surprised us. Ursinus College in nearby Collegeville, Pennsylvania, has a slightly larger version of this statue. Still a nice park and worth seeing if you find yourself in this area of Philly.",Dec-15,16-May-16,0,Family
Jake23,4,New Jersey,"The real Love Park was under construction when we arrived, however the ""LOVE"" sculpture was displayed right next to city hall. Nice spot for some pictures!",May-16,15-May-16,3,
rollmanc2019,2,"Philadelphia, PA",a lot of people like luv park but is under renovation right now. they have a water fountain but other than that a lot of homeless people just gather there and hang out. maybe after it is done they might have them relocate somewhere else.,May-16,09-May-16,0,Solo
James P,3,"Miami, FL","Decent picture, we stayed at the hotel right across from the park so we were able to see this every day. I felt that the park was under whelming, if you are near by stop in but don't make a special trip.",Apr-16,08-May-16,0,
Geraldine L,2,"Watford, UK",Park is fenced off and in the process of rejuvenation. Looks like a lot of work still to be done. The 'love' statue has been moved to the square where City Hall is. Was totally surprised by how small the 'love' statue is.,May-16,07-May-16,0,Friends
MiaM,4,"North Brunswick, New Jersey",Still super adorable but over-run with homeless who are willing to take your photo with your camera for a tip! If you take your own photo they still expect a tip and are willing to get a little too close to remind you of it.,Jun-16,19-Jun-16,0,
DelbinNunez,3,"West Palm Beach, FL","For somebody who is in love and wanted to experience the famous LOVE sign I was not impressed to be 100% honest, it's a very small sculpture and when I got there it was late at night so you couldn't see it well because of the fact it's a park and lighting is low and sculpture is dark red, I recommend visiting during the day.",Jun-16,17-Jun-16,3,
Am F,5,"Nashville, North Carolina",I have always wanted to see this and take a picture!!! We went to the Liberty bell and walked the 1.2 miles to the sign took our pic walked thru the lil water spray area and walked back the 1.2 miles. So glad to see it. Bucket list check,Jun-16,15-Jun-16,0,Family
Rob F,4,"Gloucester City, NJ","When in Philly got to get a picture in love park. Right down the street is City hall and history all over. There is usually something going on in the park, go and enjoy it.",Dec-15,15-Jun-16,0,Friends
Kaj978,4,"Mumbai, India",Went there on a recent trip to Philadelphia. The location had a sign of currently under renovation..,Jun-16,14-Jun-16,0,Friends
LittleBirdSoaring,3,"London, Canada","Took a SEPTA train up with a friend. Because of the construction they'd moved it for a bit. Asked around a few people to try and pinpoint its location. We ended up walking sort of passed it, looping around the square then coming back around to find the Love statue. We found it. Took some pictures to prove we'd been there then walked around a bit more. I don't know it it's been moved back by now. This was back in February.",Feb-16,10-Jun-16,0,Friends
Robert L,3,"Amherst, MA","I think this park has become a symbol of Philly, but overall is overrated. It is worth seeing, it is a good spot to relax and enjoy the people watching, but it is not really a destination in itself.",Jun-16,04-Jun-16,0,Couples
Nicole R,5,"Baltimore, MD","I used to live in Philadelphia- the last four months of my stay I would walk from West Philadelphia to Old City- passing by the Love Park often. Lovely place to take a picture of yourself and gaze at the fountain which is sometimes dyed a nice bright hue. This is definitely a daytime trip, but for the brave, the evenings are fine.",Apr-16,03-Jun-16,0,Family
Remona R,4,,"So we were staying around the corner at the Marriott Hotel (which I highly recommend by the way). From the hotel you can walk to the LOVE Park. The sign is located on the same grounds as City Hall. So if you're looking at the front of City Hall, the LOVE sign will be to your left. You go to the sign and take pictures underneath it. What makes this park more interesting is that there is a live ""Jesus"" also located in the park. This ""Jesus"" character is there almost every day. He wears a robe with a rope belt, his hair is long and he has a beard. He resembles the European version of Jesus that many of us are familiar with. He delivers a message, speaks on scripture, just like Jesus did. He will talk with you and take a picture with you. He's worth seeing. I think he's in the right place. After all wasn't the message of Jesus about LOVE?!",Apr-16,02-Jun-16,0,Couples
